REF_DATE,GEO,DGUID,CDUID,Authorized_police_officer_strength,Authorized_police_officer_strength_per100k_population,Crime_severity_index,Female_police_officers,Male_police_officers,Net_gain_or_loss_hirings_and_departures,Police_officers_eligible_to_retire,Police_officers_per_100k_population,Population,Total_number_of_civilian_and_other_personnel,Total_number_of_police_officers,Weighted_clearance_rate
2016,"Bridgewater, Nova Scotia, municipal",12006,1200,24,276.1,56.63,,,,,276.1,8691,10,24,76.04
2016,"Brighton Township, Ontario, Ontario Provincial Police, municipal",35017,3501,,,,,,,,,,,,
2016,"Brockville, Ontario, municipal",35046,3504,42,192,83.23,7,34,0,12.2,187.4,21877,21,41,60.46
2016,"Bromont, Quebec, municipal",24040,2404,20,219.7,32.25,8,12,0,0,219.7,9102,4,20,52.91
2016,"Brooks, Alberta, Royal Canadian Mounted Police, municipal",48708,4870,23,154.5,82.79,6,17,,,154.5,14888,0,23,53.83
2016,"Brossard, Quebec, municipal",24039,2403,,,,,,,,,,,,
2016,"Burnaby, British Columbia, Royal Canadian Mounted Police, municipal",59703,5970,276,113,75.85,63,218,21,7.8,115,244283,2,281,20.06
2016,"Caledon, Ontario, Ontario Provincial Police, municipal",35461,3546,,,,,,,,,,,,
2016,"Calgary, Alberta, municipal",48014,4801,2053,160.5,78.6,397,1775,40,,169.8,1278982,714,2172,27.31
2016,"Campbell River, British Columbia, Royal Canadian Mounted Police, municipal",59891,5989,43,126.8,98.03,14,31,,13.3,132.7,33907,0,45,38.43
2016,"Campbellton, New Brunswick, Royal Canadian Mounted Police, municipal",13706,1370,18,257.4,124.44,,,0,,257.4,6993,0,18,51
2016,"Camrose, Alberta, municipal",48015,4801,31,161.3,89.84,,,0,,140.5,19223,18,27,58.11
2016,"Canmore, Alberta, Royal Canadian Mounted Police, municipal",48729,4872,19,129.7,53.4,,,,,129.7,14646,0,19,43.07
2016,"Canora, Saskatchewan, Royal Canadian Mounted Police, municipal",47913,4791,,,,,,,,,,,,
2016,"Cap-Pelé, New Brunswick, Royal Canadian Mounted Police, municipal",13751,1375,,,,,,,,,,,,
2016,"Cap-de-la-madeleine, Quebec, municipal",24051,2405,,,,,,,,,,,,
2016,"Cape Breton Region, Nova Scotia, municipal",12018,1201,201,207.5,47.49,18,183,4,16.4,207.5,96863,81,201,47.35
2016,"Caraquet, New Brunswick, municipal",13002,1300,,,,,,,,,,,,
2016,"Cardston, Alberta, Royal Canadian Mounted Police, municipal",48894,4889,,,,,,,,,,,,
2016,"Carignan, Quebec, municipal",24383,2438,,,,,,,,,,,,
2016,"Carleton Place, Ontario, municipal",35056,3505,,,,,,,,,,,,
2016,"Carman, Manitoba, Royal Canadian Mounted Police, municipal",46786,4678,3,92.9,51.32,,,,,92.9,3228,0,3,19.22
2016,"Caronport, Saskatchewan, municipal",47010,4701,1,96.7,32.38,,,0,0,96.7,1034,0,1,11.69
2016,"Casselman, Ontario, Ontario Provincial Police, rural",35180,3518,,,,,,,,,,,,
2016,"Castlegar, British Columbia, Royal Canadian Mounted Police, municipal",59928,5992,13,155.4,99.99,,,,0,143.5,8364,0,12,20.66
2016,"Central Saanich, British Columbia, municipal",59001,5900,0,0,36.71,,,,,148.9,17467,3,26,36.54
2016,"Chambly, Quebec, municipal",24053,2405,,,,,,,,,,,,
2016,"Chandler, Quebec, municipal",24189,2418,,,,,,,,,,,,
2016,"Charlesbourg, Quebec, municipal",24055,2405,,,,,,,,,,,,
2016,"Charlottetown, Prince Edward Island, municipal",11002,1100,60,161.1,57.33,6,54,,8.3,161.1,37237,25,60,42.13
2016,"Chatham-Kent, Ontario, municipal",35009,3500,165,158.1,65.97,21,138,-5,8.2,152.3,104368,67,159,35.59
2016,"Chestermere, Alberta, Royal Canadian Mounted Police, municipal",48005,4800,17,82.4,47.88,5,10,,,72.7,20625,0,15,25.13
2016,"Chicoutimi, Quebec, municipal",24061,2406,,,,,,,,,,,,
2016,"Chilliwack, British Columbia, Royal Canadian Mounted Police, municipal",59724,5972,108,117.8,134.03,32,66,0,8.2,106.9,91651,1,98,21.87
2016,"Chisasibi, Quebec, municipal",24375,2437,,,,,,,,,,,,
2016,"Churchbridge, Saskatchewan, municipal",47100,4710,,,,,,,,,,,,
2016,"Châteauguay, Quebec, municipal",24057,2405,115,145.1,41.85,21,88,-5,3.7,137.5,79278,25,109,45.2
2016,"Claresholm, Alberta, Royal Canadian Mounted Police, municipal",48814,4881,,,,,,,,,,,,
2016,"Clinton, Ontario, Ontario Provincial Police, municipal",35479,3547,,,,,,,,,,,,
2016,"Coaldale, Alberta, Royal Canadian Mounted Police, municipal",48020,4802,0,0,44.08,0,0,,,0,8459,0,0,38.21
2016,"Coaldale, Alberta, municipal",48021,4802,,,,,,,,,,,,
2016,"Coaticook, Quebec, municipal",24065,2406,,,,,,,,,,,,
2016,"Cobourg, Ontario, municipal",35071,3507,32,161.3,45.8,9,25,,,171.3,19844,44,34,45
2016,"Cochrane, Alberta, Royal Canadian Mounted Police, municipal",48900,4890,20,74.4,42.9,6,13,0,,70.7,26866,0,19,39.36
2016,"Codiac Regional, New Brunswick, Royal Canadian Mounted Police, municipal",13709,1370,141,117.4,83,26,121,-8,21.8,122.4,120062,5,147,36.57
2016,"Cold Lake, Alberta, Royal Canadian Mounted Police, municipal",48797,4879,16,103.1,130.24,,,,0,109.5,15521,0,17,38.48
2016,"Coldstream, British Columbia, Royal Canadian Mounted Police, municipal",59816,5981,7,63.3,41.84,,,,0,63.3,11056,0,7,17.02
2016,"Collines-de-l'Outaouais Region, Quebec, municipal",24382,2438,56,113.4,40.26,14,42,,,113.4,49401,13,56,33.83
2016,"Collingwood (The Blue Mountains), Ontario, Ontario Provincial Police, municipal",35135,3513,,,,,,,,,,,,
2016,"Collingwood, Ontario, Ontario Provincial Police, municipal",35491,3549,,,,,,,,,,,,
2016,"Collingwood, Ontario, Ontario Provincial Police, rural",35095,3509,,,,,,,,,,,,
2016,"Colwood, British Columbia, Royal Canadian Mounted Police, municipal",59819,5981,16,90.6,35.43,7,12,,21.1,107.5,17667,2,19,37.08
2016,"Comox, British Columbia, Royal Canadian Mounted Police, municipal",59926,5992,11,76,28.11,,,,,69.1,14479,4,10,36.51
2016,"Coquitlam, British Columbia, Royal Canadian Mounted Police, municipal",59705,5970,160,109.6,67.23,39,128,16,10.2,114.4,146011,2,167,19.97
2016,"Corman Park, Saskatchewan, municipal",47101,4710,7,,,0,7,,85.7,,,1,7,
2016,"Corner Brook, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal",10502,1050,46,228.2,69.25,12,33,,20,223.2,20160,8,45,34.01
2016,"Cornwall, Ontario, municipal",35076,3507,87,182.1,82.32,14,72,0,7,180,47774,45,86,49.52
2016,"Cornwall, Prince Edward Island, Royal Canadian Mounted Police, municipal",11001,1100,4,72.5,41.5,,,,,72.5,5518,1,4,21
2016,"Courtenay, British Columbia, Royal Canadian Mounted Police, municipal",59895,5989,31,116.7,97.04,10,19,,13.8,109.2,26554,8,29,48.39
2016,"Cowansville, Quebec, municipal",24071,2407,,,,,,,,,,,,
2016,"Cranbrook, British Columbia, Royal Canadian Mounted Police, municipal",59792,5979,26,124.8,70.03,7,22,,13.8,139.1,20841,0,29,49.46
2016,"Creighton, Saskatchewan, Royal Canadian Mounted Police, municipal",47748,4774,,,,,,,,,,,,
2016,"Creston, British Columbia, Royal Canadian Mounted Police, municipal",59036,5903,7,127,69.4,,,,,127,5512,0,7,41.38
2016,"Cudworth, Saskatchewan, municipal",47089,4708,,,,,,,,,,,,
2016,"Dalmeny, Saskatchewan, municipal",47091,4709,3,158,30.95,,,,,158,1899,0,3,32.45
2016,"Dauphin, Manitoba, Royal Canadian Mounted Police, municipal",46753,4675,14,163.9,198.03,0,14,,0,163.9,8542,0,14,39.13
2016,"Dawson Creek, British Columbia, Royal Canadian Mounted Police, municipal",59822,5982,25,195.4,145.28,9,15,,0,187.5,12797,0,24,43.84
2016,"Deep River, Ontario, municipal",35078,3507,9,213.7,17.89,,,0,0,213.7,4211,2,9,35.29
2016,"Delta, British Columbia, municipal",59004,5900,180,167.8,54.88,30,125,3,,144.5,107294,71,155,23.83
2016,"Deseronto, Ontario, municipal",35082,3508,,,,,,,,,,,,
2016,"Deux-Montagnes Region, Quebec, municipal",24258,2425,50,102,36.23,9,43,0,,106.1,49015,8,52,48.36
2016,"Devon, Alberta, Royal Canadian Mounted Police, municipal",48896,4889,7,104,81.08,,,,0,104,6734,0,7,25.8
2016,"Didsbury, Alberta, Royal Canadian Mounted Police, municipal",48874,4887,,,,,,,,,,,,
2016,"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12711,1271,,,,,,,,,,,,
2016,"Dolbeau-mistassini, Quebec, municipal",24078,2407,,,,,,,,,,,,
2016,"Donnacona, Quebec, municipal",24081,2408,,,,,,,,,,,,
2016,"Drayton Valley, Alberta, Royal Canadian Mounted Police, municipal",48793,4879,12,161.6,147.62,,,,0,148.1,7425,0,11,33.83
2016,"Driftpile, Alberta, municipal",48003,4800,,,,,,,,,,,,
2016,"Driftpile, Alberta, municipal",48055,4805,,,,,,,,,,,,
2016,"Drumheller, Alberta, Royal Canadian Mounted Police, municipal",48715,4871,11,134.7,140.85,,,0,,134.7,8166,0,11,47.35
2016,"Drummond-North Elmsley, Ontario, Ontario Provincial Police, municipal",35039,3503,,,,,,,,,,,,
2016,"Drummondville, Quebec, municipal",24084,2408,,,,,,,,,,,,
2016,"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal",35028,3502,,,,,,,,,,,,
2016,"Dryden (Machin), Ontario, Ontario Provincial Police, municipal",35184,3518,,,,,,,,,,,,
2016,"Dryden, Ontario, municipal",35084,3508,21,263.6,89.99,5,15,,,251,7968,5,20,49.04
2016,"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal",35160,3516,,,,,,,,,,,,
2016,"Dufferin (East Garafraxa), Ontario, Ontario Provincial Police, municipal",35129,3512,,,,,,,,,,,,
2016,"Dufferin (Melancthon), Ontario, Ontario Provincial Police, municipal",35161,3516,,,,,,,,,,,,
2016,"Dufferin (Mono), Ontario, Ontario Provincial Police, municipal",35026,3502,,,,,,,,,,,,
2016,"Dufferin (Mulmur), Ontario, Ontario Provincial Police, municipal",35163,3516,,,,,,,,,,,,
2016,"Dufferin (Town of Grand Valley), Ontario, Ontario Provincial Police, municipal",35119,3511,,,,,,,,,,,,
2016,"Duncan, British Columbia, Royal Canadian Mounted Police, municipal",59028,5902,,,,,,,,,,,,
2016,"Durham Region (Oshawa/Whitby/Ajax), Ontario, municipal",35206,3520,871,130.8,41.02,170,691,-14,8.4,129.3,665834,373,861,44.44
2016,"Eagle Village (Kebaowek), Quebec, municipal",24063,2406,4,1449.3,,,,,,1449.3,276,0,4,
2016,"East Algoma (Bruce Mines), Ontario, Ontario Provincial Police, municipal",35168,3516,,,,,,,,,,,,
2016,"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal",35143,3514,,,,,,,,,,,,
2016,"East Algoma (Johnson), Ontario, Ontario Provincial Police, municipal",35167,3516,,,,,,,,,,,,
2016,"East Algoma (North Shore), Ontario, Ontario Provincial Police, municipal",35054,3505,,,,,,,,,,,,
2016,"East Algoma (Spanish), Ontario, Ontario Provincial Police, municipal",35053,3505,,,,,,,,,,,,
2016,"East Algoma (Thessalon), Ontario, Ontario Provincial Police, municipal",35057,3505,,,,,,,,,,,,
2016,"East Angus, Quebec, municipal",24087,2408,,,,,,,,,,,,
2016,"East Nipissing group of three, Ontario, Ontario Provincial Police, municipal",35061,3506,,,,,,,,,,,,
2016,"East Perth, Ontario, Ontario Provincial Police, municipal",35488,3548,,,,,,,,,,,,
2016,"East St. Paul, Manitoba, municipal",46065,4606,,,,,,,,,,,,
2016,"Eastmain, Quebec, municipal",24199,2419,,,,,,,,,,,,
2016,"Edmonton, Alberta, municipal",48033,4803,1790,185.6,118.14,328,1411,38,7.5,180.3,964258,777,1739,41.77
2016,"Edmundston, New Brunswick, municipal",13006,1300,34,201.3,47.25,5,29,,,201.3,16889,18,34,38.05
2016,"Edson, Alberta, Royal Canadian Mounted Police, municipal",48747,4874,17,196.9,168.78,,,0,0,196.9,8632,0,17,57.21
2016,"Eeyou Eenou Cree Region, Quebec, municipal",24293,2429,0,0,125.92,10,78,,,507.5,17339,19,88,27.82
2016,"Elgin County, Ontario, Ontario Provincial Police, municipal",35105,3510,,,,,,,,,,,,
2016,"Elliot Lake, Ontario, municipal",35411,3541,,,,,,,,,,,,
2016,"Eskasoni, Nova Scotia, municipal",12065,1206,,,,,,,,,,,,
2016,"Espanola, Ontario, municipal",35098,3509,12,231.1,82.04,,,,0,231.1,5193,8,12,46.2
2016,"Esquimalt, British Columbia, municipal",59005,5900,,,,,,,,,,,,
2016,"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal",35508,3550,,,,,,,,,,,,
2016,"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal",35502,3550,,,,,,,,,,,,
2016,"Essex County (Leamington), Ontario, Ontario Provincial Police, municipal",35156,3515,,,,,,,,,,,,
2016,"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal",35506,3550,,,,,,,,,,,,
2016,"Essex, Ontario, Ontario Provincial Police, municipal",35101,3510,,,,,,,,,,,,
2016,"Essipit, Quebec, municipal",24115,2411,3,1013.5,,,,,,1013.5,296,0,3,
2016,"Esterhazy, Saskatchewan, Royal Canadian Mounted Police, municipal",47915,4791,,,,,,,,,,,,
2016,"Estevan, Saskatchewan, municipal",47017,4701,26,219.6,97.57,4,20,0,,202.7,11840,10,24,49.43
2016,"Estérel, Quebec, municipal",24089,2408,,,,,,,,,,,,
2016,"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal",35481,3548,,,,,,,,,,,,
2016,"Fairview, Alberta, Royal Canadian Mounted Police, municipal",48852,4885,,,,,,,,,,,,
2016,"Farnham, Quebec, municipal",24088,2408,,,,,,,,,,,,
2016,"Fergus, Ontario, municipal",35104,3510,,,,,,,,,,,,
2016,"Fermont, Quebec, municipal",24364,2436,,,,,,,,,,,,
2016,"Fernie, British Columbia, Royal Canadian Mounted Police, municipal",59043,5904,,,,,,,,,,,,
2016,"File Hills First Nations, Saskatchewan, municipal",47001,4700,9,576.6,361.03,,,,,512.5,1561,8,8,66.74
2016,"Flin Flon, Manitoba, Royal Canadian Mounted Police, municipal",46756,4675,10,188.5,172.9,,,,0,207.3,5306,0,11,43.5
2016,"Fort Frances (Rainy River District), Ontario, Ontario Provincial Police, municipal",35464,3546,,,,,,,,,,,,
2016,"Fort Macleod, Alberta, Royal Canadian Mounted Police, municipal",48817,4881,,,,,,,,,,,,
2016,"Fort Qu'appelle, Saskatchewan, Royal Canadian Mounted Police, municipal",47808,4780,,,,,,,,,,,,
2016,"Fort Saskatchewan, Alberta, Royal Canadian Mounted Police, municipal",48800,4880,30,119.8,79.21,13,16,,,115.8,25050,0,29,38.07
2016,"Fort St John, British Columbia, Royal Canadian Mounted Police, municipal",59838,5983,37,174.1,117.32,8,27,6,,164.7,21255,0,35,47.74
2016,"Fox Creek, Alberta, Royal Canadian Mounted Police, municipal",48863,4886,,,,,,,,,,,,
2016,"Fredericton, New Brunswick, municipal",13007,1300,108,180.4,73.32,23,83,,,177,59871,28,106,31.93
2016,"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal",35047,3504,,,,,,,,,,,,
2016,"Gananoque, Ontario, municipal",35114,3511,15,283.4,61.19,,,0,0,264.6,5292,13,14,61.22
2016,"Gatineau, Quebec, municipal",24205,2420,,,,,,,,,,,,
2016,"Gatineau, Quebec, municipal",24216,2421,388,139.5,59.74,92,303,-2,3.8,142,278198,175,395,45.05
2016,"Gesgapegiag Ameridian, Quebec, municipal",24122,2412,4,611.6,,,,7,,1223.2,654,0,8,
2016,"Gillam, Manitoba, Royal Canadian Mounted Police, municipal",46761,4676,4,274.3,160.79,0,4,0,,274.3,1458,0,4,69.01
2016,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",46041,4604,3,145.3,80.02,,,,0,145.3,2064,0,3,56.12
2016,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",46791,4679,,,,,,,,,,,,
2016,"Granby Canton, Quebec, municipal",24095,2409,,,,,,,,,,,,
2016,"Granby, Quebec, municipal",24102,2410,78,117.3,44.82,14,63,,,115.8,66486,29,77,52.51
2016,"Grand Falls, New Brunswick, municipal",13012,1301,17,313.2,86.34,,,0,0,313.2,5427,3,17,21.99
2016,"Grand-mère, Quebec, municipal",24101,2410,,,,,,,,,,,,
2016,"Grande Cache, Alberta, Royal Canadian Mounted Police, municipal",48794,4879,,,,,,,,,,,,
2016,"Grande Prairie, Alberta, Royal Canadian Mounted Police, municipal",48846,4884,98,150.4,149.32,18,67,14,4.7,130.5,65140,0,85,35.8
2016,"Greater Sudbury, Ontario, municipal",35290,3529,264,159.2,66.62,47,217,1,3.8,159.2,165868,130,264,41.33
2016,"Greater Vancouver Transportation, British Columbia",59022,5902,167,,,24,136,0,,,,75,160,
2016,"Greenfield Park, Quebec, municipal",24103,2410,,,,,,,,,,,,
2016,"Grenville County (Kemptville/Merrickville), Ontario, Ontario Provincial Police, municipal",35045,3504,,,,,,,,,,,,
2016,"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal",35494,3549,,,,,,,,,,,,
2016,"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal",35164,3516,,,,,,,,,,,,
2016,"Grenville County (Prescott/Augusta), Ontario, Ontario Provincial Police, municipal",35044,3504,,,,,,,,,,,,
2016,"Grey County (Chatsworth), Ontario, Ontario Provincial Police, municipal",35121,3512,,,,,,,,,,,,
2016,"Grey County (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal",35138,3513,,,,,,,,,,,,
2016,"Grey County (Meaford), Ontario, Ontario Provincial Police, municipal",35137,3513,,,,,,,,,,,,
2016,"Grimshaw, Alberta, Royal Canadian Mounted Police, municipal",48841,4884,,,,,,,,,,,,
2016,"Guelph, Ontario, municipal",35123,3512,197,144.4,54.6,40,153,0,10.9,141.5,136442,90,193,42.51
2016,"Haldimand County, Ontario, Ontario Provincial Police, municipal",35142,3514,,,,,,,,,,,,
2016,"Halifax, Nova Scotia, municipal",12020,1202,530,217.1,,103,409,11,6.3,209.7,244108,327,512,
2016,"Halton Region (Oakville/Burlington), Ontario, municipal",35048,3504,682,120.7,24.95,138,552,14,2.6,122.2,564823,289,690,50.63
2016,"Hamilton, Ontario, municipal",35125,3512,805,145.8,64.33,192,648,-1,19,152.1,552281,307,840,36.05
2016,"Hampton, New Brunswick, Royal Canadian Mounted Police, municipal",13855,1385,5,114.6,23,0,5,,,114.6,4363,0,5,35.24
2016,"Hanna, Alberta, Royal Canadian Mounted Police, municipal",48714,4871,,,,,,,,,,,,
2016,"Hanover, Ontario, municipal",35005,3500,14,177.3,95.11,,,0,,177.3,7894,2,14,45.02
2016,"Hantsport, Nova Scotia, municipal",12021,1202,,,,,,,,,,,,
2016,"Harriston, Ontario, municipal",35127,3512,,,,,,,,,,,,
2016,"Hawkesbury, Ontario, Ontario Provincial Police, municipal",35049,3504,,,,,,,,,,,,
2016,"High Level, Alberta, Royal Canadian Mounted Police, municipal",48859,4885,,,,,,,,,,,,
2016,"High Prairie, Alberta, Royal Canadian Mounted Police, municipal",48850,4885,,,,,,,,,,,,
2016,"High River, Alberta, Royal Canadian Mounted Police, municipal",48720,4872,18,129.6,56.05,,,,,115.2,13893,0,16,41.13
2016,"Highway Safety Division (Highway 407), Ontario, Ontario Provincial Police, municipal",35171,3517,,,,,,,,,,,,
2016,"Hinton, Alberta, Royal Canadian Mounted Police, municipal",48930,4893,19,187.3,127.95,5,13,,,177.5,10143,0,18,47.19
2016,"Hobbema, Alberta, municipal",48090,4809,,,,,,,,,,,,
2016,"Hobbema, Alberta, municipal",48095,4809,,,,,,,,,,,,
2016,"Hope, British Columbia, Royal Canadian Mounted Police, municipal",59749,5974,13,203.6,187.57,5,6,,,172.3,6385,0,11,24.59
2016,"Hudson Bay, Saskatchewan, Royal Canadian Mounted Police, municipal",47751,4775,,,,,,,,,,,,
2016,"Hudson, Quebec, municipal",24107,2410,,,,,,,,,,,,
2016,"Hull, Quebec, municipal",24108,2410,,,,,,,,,,,,
2016,"Humboldt, Saskatchewan, Royal Canadian Mounted Police, municipal",47848,4784,5,83.1,48.75,,,,,66.5,6015,0,4,40.96
2016,"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal",35215,3521,,,,,,,,,,,,
2016,"Huron (Goderich), Ontario, Ontario Provincial Police, municipal",35493,3549,,,,,,,,,,,,
2016,"Huron East, Ontario, Ontario Provincial Police, municipal",35480,3548,,,,,,,,,,,,
2016,"Indian Head, Saskatchewan, Royal Canadian Mounted Police, municipal",47810,4781,,,,,,,,,,,,
2016,"Ingersoll, Ontario, municipal",35141,3514,,,,,,,,,,,,
2016,"Innisfail, Alberta, Royal Canadian Mounted Police, municipal",48875,4887,10,124.8,103.43,,,,,112.3,8013,0,9,30.12
2016,"Jaffray Melick, Ontario, Ontario Provincial Police, municipal",35029,3502,,,,,,,,,,,,
2016,"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal",35058,3505,,,,,,,,,,,,
2016,"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal",35117,3511,,,,,,,,,,,,
2016,"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal",35476,3547,,,,,,,,,,,,
2016,"James Bay (Smooth Rock Falls), Ontario, Ontario Provincial Police, municipal",35079,3507,,,,,,,,,,,,
2016,"Joliette, Quebec, municipal",24116,2411,,,,,,,,,,,,
2016,"Jonquière, Quebec, municipal",24117,2411,,,,,,,,,,,,
2016,"Kahnawake First Nations, Quebec, municipal",24255,2425,31,308.4,63.34,4,27,,,308.4,10052,13,31,52.93
2016,"Kamloops, British Columbia, Royal Canadian Mounted Police, municipal",59763,5976,134,142.1,121.43,36,94,,7.7,137.9,94280,2,130,32.58
2016,"Kamsack, Saskatchewan, Royal Canadian Mounted Police, municipal",47919,4791,,,,,,,,,,,,
2016,"Kanesatake, Quebec, municipal",24198,2419,,,,,,,,,,,,
2016,"Kativik Region, Quebec, municipal",24379,2437,59,442.2,730.82,,,6,0,292.3,13343,7,39,63.23
2016,"Kawartha Lakes, Ontario, municipal",35157,3515,42,155.2,63.51,11,30,,0,151.5,27060,20,41,58.98
2016,"Keewatin, Ontario, Ontario Provincial Police, municipal",35030,3503,,,,,,,,,,,,
2016,"Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",59765,5976,182,136.3,112.64,53,125,7,12.4,133.3,133575,3,178,35.19
2016,"Kennebecasis Regional Police Force, New Brunswick, municipal",13024,1302,39,127.7,14.84,8,30,0,,124.5,30534,4,38,73.2
2016,"Kenora (Sioux Narrows-Nestor Falls), Ontario, Ontario Provincial Police, municipal",35031,3503,,,,,,,,,,,,
2016,"Kenora, Ontario, Ontario Provincial Police, municipal",35150,3515,,,,,,,,,,,,
2016,"Kenora, Ontario, municipal",35147,3514,,,,,,,,,,,,
2016,"Kensington, Prince Edward Island, municipal",11009,1100,5,302.3,59.58,,,0,,302.3,1654,1,5,24.82
2016,"Kent, British Columbia, Royal Canadian Mounted Police, municipal",59029,5902,6,94.4,81.88,,,,,94.4,6356,0,6,31.98
2016,"Kentville, Nova Scotia, municipal",12023,1202,14,219.2,90.85,,,0,,250.5,6386,8,16,58.9
2016,"Killaloe (Bonnechere Valley), Ontario, Ontario Provincial Police, municipal",35178,3517,,,,,,,,,,,,
2016,"Killarney, Manitoba, Royal Canadian Mounted Police, municipal",46730,4673,3,125.8,103.23,,,,,125.8,2384,0,3,23.21
2016,"Kimberley, British Columbia, Royal Canadian Mounted Police, municipal",59801,5980,8,103.6,25.54,,,0,,142.4,7723,0,11,38.66
2016,"Kindersley, Saskatchewan, Royal Canadian Mounted Police, municipal",47852,4785,,,,,,,,,,,,
2016,"Kingston, Ontario, municipal",35151,3515,198,155.2,64.01,39,162,2,2.5,157.6,127550,56,201,40.66
2016,"Kirkland Lake, Ontario, Ontario Provincial Police, municipal",35477,3547,,,,,,,,,,,,
2016,"Kitigan Zibi Anishinabeg, Quebec, municipal",24159,2415,9,737.7,125.02,0,8,,,655.7,1220,1,8,73.53
2016,"Kitimat, British Columbia, Royal Canadian Mounted Police, municipal",59850,5985,18,212.2,71.56,,,,0,212.2,8482,0,18,41.64
2016,"Klemtu, British Columbia, municipal",59006,5900,,,,,,,,,,,,
2016,"L'Ancienne-Lorette, Quebec, municipal",24194,2419,,,,,,,,,,,,
2016,"L'Assomption, Quebec, municipal",24135,2413,38,145.8,38.75,9,30,0,0,149.7,26057,10,39,54.26
2016,"L'île-perrot, Quebec, municipal",24113,2411,,,,,,,,,,,,
2016,"La Baie, Quebec, municipal",24212,2421,,,,,,,,,,,,
2016,"La Malbaie, Quebec, municipal",24128,2412,,,,,,,,,,,,
2016,"La Plaine, Quebec, municipal",24136,2413,,,,,,,,,,,,
2016,"La Pocatière, Quebec, municipal",24130,2413,,,,,,,,,,,,
2016,"La Prairie, Quebec, municipal",24131,2413,,,,,,,,,,,,
2016,"La Romaine, Quebec, municipal",24114,2411,,,,,,,,,,,,
2016,"La Ronge, Saskatchewan, Royal Canadian Mounted Police, municipal",47939,4793,,,,,,,,,,,,
2016,"La Tuque, Quebec, municipal",24137,2413,,,,,,,,,,,,
2016,"LaSalle, Ontario, municipal",35388,3538,36,115.3,23.73,7,29,,11.1,115.3,31216,22,36,30.34
2016,"Labrador, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal",10501,1050,23,228.8,49,7,15,0,,218.9,10052,5,22,15.57
2016,"Lac Brome, Quebec, municipal",24120,2412,,,,,,,,,,,,
2016,"Lac La Biche, Alberta, Royal Canadian Mounted Police, municipal",48764,4876,,,,,,,,,,,,
2016,"Lac Seul, Ontario, municipal",35153,3515,7,695.1,275.91,0,7,0,0,695.1,1007,2,7,73.23
2016,"Lac Simon, Quebec, municipal",24167,2416,14,1010.8,288.64,,,0,,938.6,1385,3,13,34.34
2016,"Lac-mégantic, Quebec, municipal",24166,2416,,,,,,,,,,,,
2016,"Lac-rapide, Quebec, municipal",24260,2426,,,,,,,,,,,,
2016,"Lac-rapide, Quebec, municipal",24274,2427,,,,,,,,,,,,
2016,"Lachenaie, Quebec, municipal",24109,2410,,,,,,,,,,,,
2016,"Lachute, Quebec, municipal",24124,2412,,,,,,,,,,,,
2016,"Lacombe, Alberta, municipal",48052,4805,17,127.2,85.03,,,,,127.2,13365,7,17,39.73
2016,"Ladysmith, British Columbia, Royal Canadian Mounted Police, municipal",59719,5971,7,79.2,51.38,,,,,67.9,8834,2,6,45.97
2016,"Ladysmith, British Columbia, municipal",59003,5900,,,,,,,,,,,,
2016,"Lake Country, British Columbia, Royal Canadian Mounted Police, municipal",59748,5974,12,88.4,60.41,,,,,88.4,13570,0,12,24.64
2016,"Lake Cowichan, British Columbia, municipal",59007,5900,,,,,,,,,,,,
2016,"Lakeshore Regional, Alberta, municipal",48017,4801,0,0,216.58,,,0,,551.7,2175,2,12,68.76
2016,"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal",35015,3501,,,,,,,,,,,,
2016,"Lambton (St. Clair/Lambton Shores), Ontario, Ontario Provincial Police, municipal",35090,3509,,,,,,,,,,,,
2016,"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal",35043,3504,,,,,,,,,,,,
2016,"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal",35140,3514,,,,,,,,,,,,
2016,"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal",35075,3507,,,,,,,,,,,,
2016,"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal",35037,3503,,,,,,,,,,,,
